id,id-prov,date,title,language,author,city,materials,dimensions,domain,description,notes,condition,observations,provenance,links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771.1,54,1771,LA CONNOISSANCE DE L'ASTRONOMIE RENDUE AISEE ET MISE A LA PORTEE DE TOUT LE MONDE,Français,DICQUEMARE (L'abbé ),"Paris, Lottin le jeune","in 8, plein veau glacé tacheté à l'acide, dos plein avec 5 nerfs apparents, dorure dos XVIIIe, coupes dorées d'un filet simple, pièce de titre en cuir fauve, tranches rognées et marbrées sur 3 côtés, signet rouge, gardes et contregardes marbrées (escargots), corps d'ouvrage en papier vergé","20,2 x 13,1 x 2,2",Livre,"Page de titre ornée d'un petit bois gravé, dédicace, nombreux bois gravés dans le texte et illustrations en plein page (burin et eau-forte), [X], 160 p.",2nde édition «enrichie de 26 planches en taille-douce »,A,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775.1,11,1775,OPERA INEDITA Vol.I,,MAYER Tobias,"Göttingen, Johann Christian Dieterich","in 4° demi basane à coins et dos brisé, plat papier moucheté, dos fileté avec une pièce de titre en veau fauve, tranches rognées sur les 3 côtés, tranchefiles papier, gardes et contregardes en papier vergé, corps d'ouvrage en papier vergé","30 x 24,8 x 2,1 ",Livre,"Page de titre, dédicace avec lettrine gravée à l'eau-forte. 4 planches gravées hors-texte en fin d'ouvrage, dont une coloriée. 110 p., [4]",Ancienne appartenance : Dr A. Riggenbach-Burckhardt. Nombreux tampons « Astronomisch-meteorologische anstalt der universität babel Binningen »,A,,"W.P. Watson, UK, 05.2009", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783.1,58,1783,"LE CHAR VOLANT, ou VOYAGE DANS LA Lune",Français,"VASSE Cornélie Wouters, baronne de","Paris, veuves Ballard, Mérigot, Duchesne, Renault","in 12°, pastiche, demi basane tacheté, plat en papier marbré escargots, dos dans le goût du XVIIIe tranches rognées et colorées sur 3 côté, tranchefiles pékinées bicolores,  gardes et contregardes en papier marbré escargots , corps d'ouvrage en papier vergé","17,4 x 10,6 x 2,2",Livre,"Nombreux bois gravés dans le texte (culs-de-lampe). [IV], 203 p.",Apparemment l'édition originale,A,,"Librairie Clavreuil, Paris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791.1.1,12,1791,SELENOTOPOGRAPHISCHE FRAGMENTE en deux volumes,Allemand,SCHROETER Johann Hieronymus,"Lilienthal et Göttingen, chez Kosten des Verfassers","in 4°, demi veau glacé à coins, papier vergé coloré, dos plein avec 5 nerfs apparents, dorure dos XVIIIe, une pièce de titre en maroquain marron et une pièce de tomaison en chagrin vert, tranches rognées et colorées sur 3 côtés, gardes volante en papier vergé, contre garde et garde collée en papier marbré, corps d'ouvrage en papier vergé ","26,7 x 22,3 x 8",Livre,"Page de titre ornée d'une vignette gravée à l'eau-forte. 42 planches gravées en fin d'ouvrage.[6], [XX], 676 p., [42]",Vol.I. Ex-libris sur le contreplat et cachet de la Gesellschaft bibliothèque de Berlin,A,,"Michael Sharpe Rare and Antiquarian books, Pasadena, CA", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791.1.2,12b,1802,SELENOTOPOGRAPHISCHE FRAGMENTE en deux volumes,Allemand,SCHROETER Johann Hieronymus,"Lilienthal et Göttingen, chez Kosten des Verfassers","in 4°, demi veau glacé à coins, papier vergé coloré, dos plein avec 5 nerfs apparents, dorure dos XVIIIe, une pièce de titre en maroquin marron et une pièce de tomaison en chagrin vert, tranches rognées et colorées sur 3 côtés, gardes volantes en papier vergé, contregarde et garde collée en papier marbré, corps d'ouvrage en papier vergé ","26,8 x 21,6 x 5,4",Livre,"Page de titre ornée d'une vignette gravée à l'eau-forte. 33 planches gravées en fin d'ouvrage.[4], [XXII], 565 p., [33]",Vol. II. Ex-libris sur le contreplat et cachet de la Gesellschaft bibliothèque de Berlin,B,,"Michael Sharpe Rare and Antiquarian books, Pasadena, CA", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797.1,64,1797,A DESCRIPTION OF SELENOGRAPHIA,Anglais,RUSSELL John,Londres,"in 4°, plein veau fauve, dos brisé avec 5 nerfs appents, pièce de titre en long en basane rouge, nerfs filleté, tranchefiles toile bicolore sur batonnet, encadrement des plat avec un filet doré simple, gardes et contregardes en papier velin, corps d'ouvrage en papier velin ","27,5 x 22,4 x 1,4",Livre,"Frontispice gravé par Griffith, et une planche pleine page gravée en taille-douce. [IV], 27 p.",1ère édition,A,,"B.&L. Tootenberg, Sherman Oaks, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800.1,225,1800,LA LUNE ET SES MONTAGNES,Français/Grec/Allemand/Anglais,BERTUCH Friedrich Justin,Non renseigné,"1 feuillet en papier vergé bleu, 2 feuillets en papier vergé","22,7 x 17,7 ",Cartes et plans,"Carte de la Lune, burin colorié sur papier vergé, texte en langue grecque",Carte accompagnée de deux pages extraites de l'ouvrage «Mélanges d'objets » avec une description de l'image en 4 langues,A,,"Antiquariat Dasa Pahor, DE",Cf n°215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821.1,173,1821,PHYSIKALISCH-ASTRONOMISCHE BEOBACHTUNGEN,Allemand,GRUITHUISEN Dr.,Non renseigné,"in 4°, bradel plein papier à la colle, dos fileté avec un simple filet, gardes et contregardes en papier vergé, corps d'ouvrage en papier vergé, ","28,6 x 23 x 1,8",Livre,Recueil factice compilant deux textes de l'auteur : « Physicalisch-astronomische Beobachtungen » et « Selenognostische fragmente » (Einleitung/erste fragmente); 4 planches lithographiées. En tout 49 p., ,A,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824.1,65,1824,TOPOGRAPHIE DER SICHTBAREN MONDOBERFLAECHE,Allemand,LOHRMANN Wilhem Gotthelf,"Leipzig, Joh. Friedr. Hartknoch / Dresde, Demselben","in 4°, bradel papier, renforcé au dos et en gouttière par une toile enduite, titrage imprimé sur le plat supérieur, décor imprimé sur le plat inférieur, tranches rognées sur 3 côtés, tranchefiles mécaniques, gardes et contregardes en papier vergé, corps d'ouvrage en papier vélin ","28,5 x 25,7 x 2,4",Livre,"[VIII], 110 p., [XVIII], et 6 pages de planches illustrées lithographiées",1ère édition,A,,"Antiquariat Rainer Schlicht, Berlin, 04.2009", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827.1,49,1827,ASTRONOMIE POPULAIRE,Français,QUETELET A.,"Bruxelles, H. Taerlier libraire-éditeur","in 12°, demi veau à coins, papier gaufré pour les plats, dos brisé à 4 nerfs apparents, titrage classique, dos estampé à froid et filet dorés en pointillés, mors estampé à froid avec une roulette, tranches rognées sur 3 côtés, tranchefiles mécaniques, corps d'ouvrage en papier pâte mécanique ","13,8 x 9,4 x 1,9",Livre,Ouvrage contenant 4 planches lithographiées à déplier. 148 p.,Ouvrage annoté dans les marges par un élève de l'auteur,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834.1,67,1837,DER MOND ODER ALLGEMEINE VERGLEICHENDE SELENOGRAPHIE,Allemand,MÄDLER J.H. / BEER W.,"Berlin, Simon Schropp & Cie","in 4° demi vachette à coins, dos brisé avec 5 nerfs apparents, plat papier marbré caillouté, titrage auteur, date et lieu d'édition doré directement sur le dos, nerfs filetés, tranchefiles mécaniques, gardes et contregardes en papier vergé, corps d'ouvrage en papier vergé","31,8 x 25,3 x 3,8",Livre,"Page de titre litographiée, [XVIII], 412 p. et 5 planches en fin d'ouvrage",Ex-libris de Gerald Fitzgerald et de Frederick I. ordway III,A,,Sotheby's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834.1.1,14,1834,MAPPA SELENOGRAPHICA,,BEER Wilhelm / MÄDLER Johann,"Berlin, Simon Schropp & Cie","portefeuille en carton bois avec une étiquette manuscrite collé en plein, dos et coins en percaline noire, 1 lien de ruban noir, 4 planches en papier pâte mécanique, chacune contrecollée en plein sur un carton de 3 mm, bordée sur deux côtés d'une bande de toile noire et sur deux cotés d'une toile banche- revers du montage en papier japonais collé en plein"," 52,4 x 52,5 x  2",Cartes et plans,Portfolio contenant une carte de la Lune et 4 planches lithographiées par Fidérico Sexto, ,A,,"W.P. Watson, UK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834.1.2,57,1834,"ASTRONOMIE ELEMENTAIRE, tome II",Français,QUETELET A.,"Bruxelles, J-B. Tircher, libraire-éditeur","in 12 °, livre broché, couverture imprimée en papier coloré vert","14,6 x 9,5 x 2,9",Livre,"Livre 2nd, commence au chapitre 4. 302 p. et une carte repliée en fin d'ouvrage","Tome II, 3ème édition revue et corrigée",A,,"Livre-émoi, Blegique, 01.2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834.2,233,1837,GENERAL KARTE DER SICHTBAREN SEITE DER MONDOBERFLÄSCHE,Allemand,MÄDLER J.H. ,"Berlin, Simon Schropp & Cie",papier pâte mécanique,"57,8 x 60,5 ",Cartes et plans,Carte de la Lune lithographiée par E. Leidenfrost. ,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839.1,66,1839,"BESCHREIBUNG DES MONDES, EIN AUSZUG AUS DER GRÖFSEREN SELENOGRAPHIE",Allemand,MÄDLER J.H. / BEER W.,"Berlin, Simon Schropp & Cie","in 8°, bradel plein papier à la colle, pièce de titre papier titrée au film bleu, tranches rognées et jaspées sur 3 côtés, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier vergé","22,3 x 14,4 x 1,3",Livre,"[IV], 122 p. une carte lithographiée repliée en fin d'ouvrage.",Ouvrage annoté (voir garde volante de fin),A,,"W.P. Watson, UK, 05.2009",Cf. n°67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846.1.1,71,1846,"POPULARES ASTRONOMISCHES HAND-WÖRTERBUCH, Tome I",Allemand,"WÜRNBERGER Joseph Emil, Dr.","Kempten, Tobias Dannheimer","in 8°, bradel pleine percaline, titrage au dos, tranches rognées sur 2 côtés, gardes et contregardes en papier vergé, corps d'ouvrage en papier pâte mécanique","22,7 x 15,2 x 6,6",Livre,"Portrait lithographié de l'auteur, page de titre. [X],1037 p., et 20 planches lithographiées repliées en fin d'ouvrage ","Ouvrage en 2 tomes, tome I",A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846.1.2,71b,1846,"POPULARES ASTRONOMISCHES HAND-WÖRTERBUCH, Tome II",Allemand,"WÜRNBERGER Joseph Emil, Dr.","Kempten, Tobias Dannheimer","in 8°, bradel pleine percaline, titrage au dos, tranches rognées sur 2 côtés, gardes et contregardes en papier vergé, corps d'ouvrage en papier pâte mécanique","22,7 x 14,7 x 5,8",Livre,"[VIII], 787 p. et 27 planches lithographiées repliées en fin d'ouvrage","Ouvrage en 2 tomes, tome II",A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852.1.1,62,1852,SELENOGNOSTISCHE FRAGMENTE-EINLEITUNG,Allemand,GRUITHUISEN Dr.,Non renseigné,"in 4° broché, couverture souple en papier coloré pâte mécanique, couture chinoise, tranches rognées sur 2 côtés (pas en gouttière), corps d'ouvrage en papier vergé","26,5 x 21,5 x 0,7",Livre,"Page de titre, 58 p. et deux cartes lithographiées en fin d'ouvrage",Semble faire partie d'un ensemble avec le n°62b,B ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852.1.2,62b,1852,SELENOGNOSTISCHE FRAGMENTE-ERSTES FRAGMENT,Allemand,GRUITHUISEN Dr.,Non renseigné,"in 4°, cahier cousu, couverture en carte rigide contrecollée de papier marbré, encadrement doré de la couverture à la roulette, gardes et contregardes en papier vergé, corps d'ouvrage en papier vélin","25,2 x 21,4 x 0,5",Livre,"Frontispice, page de titre, 20 p.",Semble faire partie d'un ensemble avec le n°62; à vérifier,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856.1,16,1856,DER MOND  ,Allemand,SCHMIDT Johann Friedrich julius,"Leipzig, Johann Ambrosius Barth","in 8°, demi chagrin noir à coins, plats en papier gaufrés, dos brisé avec 4 nerfs apparents, titrage classique, dorure dos filté, tranches rognées et jaspées sur 3 côtés, tranchefiles mécanique, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique (avec deux pages en papier coloré bleu, pâte mécanique),","23,4 x 16 x 1,8",Livre,"Contient 2 planches lithographiées montées et de nombreux schémas lithographiés dans le texte. [X], 164 p.",1ère édition,A,,"W.P. Watson, UK, 06.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866.1,177,1866,"LE CIEL, NOTIONS D'ASTRONOMIE A L'USAGE DES GENS DU MONDE ET DE LA JEUNESSE",Français,GUILLEMIN Amédée,"Paris, librairie Hachette ","in 4°, demi chagrin vert , plat percaline vert estampé à froid, dorure dos XIXe, titrage à l'or directement sur le dos, tranches rognées et dorées sur 3 côtés, tranchefiles mécaniques, gardes et contregardes moirées blanches, corps d'ouvrage en papier pâte mécanique ","27 x 19,1 x 5,3",Livre,"Frontispice en couleur (lithographie de Guillemin et Clerget), page de titre en noir et rouge, nombreuses illustrations pleines page (40 bois gravés) et dans le texte (bois gravés n&b). [XII], 632 p.", ,B,,"Librairie Albert Blanchard, Paris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868.1,81,1868,NOTICES OF SOME PARTS OF THE SURFACE OF THE MOON,Anglais,PHILLIPS John,Oxford,"in 4°, bradel, demi chagrin noir, plat en papier marbré moderne fait main, titrage en long au dos, tranches rognées sur 3 côtés, grades et contregardes en papier vergé, corps d'ouvrage en papier pâte mécanique","29,8 x 23,3 x 0,8",Livre,Extrait de livre (p.333 à 345) + 3 planches dessinées par l'auteur et lithographiées par J. Basire,Cachet de l'atelier de reliure Laurenchet,A,,"Librairie Alain Brieux, Paris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873.1,15,1873,"THE MOON : HER MOTIONS, ASPECT, SCENERY, AND PHYSICAL CONDITION",Anglais,PROCTOR Richard Anthony,"Londres, Longmans, Green, and Co. ","in 8°, pleine percaline rouge, plats estampés, dos brisé titrage doré au dos, tranches rognées sur 2 côtés (tête encore pliée), gardes et contregardes en papier coloré pâte mécanique, corps d'ouvrage en papier pâte mécanique","20 x 13,8 x 4",Livre,"Contient de nombreuses illustrations lithographiées en pleine page ainsi que 3 photographies (tirages albuminés). 2 cartes repliées en fin d'ouvrage.[XVI], 394 p. ", ,A,,"Libreria Naturalistica, Bologne, Italie, 04.2009","Cf. n°51 (Même édition, reliure diff.)", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873.2,232,1873,DIE SICHTBARE SEITE DER MOND-OBERFLÄCHE,Allemand,,"Gotha, Justus Perthes",papier pâte mécanique collé sur un onglet de papier pâte mécanique au niveau du pli," 37,5 x 45,7",Cartes et plans,Carte de la Lune extraite du « Stieler's hand-atlas ». Lithographie en deux couleurs, ,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874.1,17,1874,"THE MOON CONSIDERED AS A PLANET, A WORLD, AND A SATELLITE",Anglais,NASMYTH James Hall / CARPENTER James,"Londres, John Murray","cartonnage d'éditeur bleu, tranches rognées sur 3 côtés, tranche de tête dorée, titrage au dos, tranchefile bicolores mécaniques, gardes et contregardes en papier vélin coloré, corps d'ouvrage en papier pâte mécanique","28,6 x 23,2 x 4,5",Livre,"Frontispice photogravé, et 23 planches illustrées (photographies, photogravures, lithographies, etc.) [XVI], 192 p.",1ère édition,A,,"W.P. Watson, UK, 03.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874.2,47,1874,LA LUNE ET SES MONTAGNES,Français,GUILLEMIN Amédée,"Paris, librairie Hachette; coll. « Petite encyclopédie populaire »","in 12°, demi chagrin rouge, plat papier marbré Annonay, coins parchemin vert, dos plein à 5 nerfs apparents, nerfs de coiffe, dorure dos fileté, titrage sur le dos classique, signet vert, tranches rognées et jaspées sur 3 côtés, gardes et contregardes en papier marbré scrotel, corps d'ouvrage en papier pâte mécanique  ","18,1 x 12 x 2,5",Livre,"Ouvrage illustré de 2 planches pleine page et de nombreuses vignettes (lithographies et bois). [VIII], 223 p.",4ème édition augmentée d'un appendice,A,,"Librairie Alain Brieux, Paris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
